icd10,nbdcode,nbd_label,rule_type,source_file,source_line
A70,10,Other infectious diseases,static,NBD215grProgram.do,25
A71,10,Other infectious diseases,static,NBD215grProgram.do,25
A72,10,Other infectious diseases,static,NBD215grProgram.do,25
A73,10,Other infectious diseases,static,NBD215grProgram.do,25
A74,10,Other infectious diseases,static,NBD215grProgram.do,25
A75,10,Other infectious diseases,static,NBD215grProgram.do,25
A76,10,Other infectious diseases,static,NBD215grProgram.do,25
A77,10,Other infectious diseases,static,NBD215grProgram.do,25
A78,10,Other infectious diseases,static,NBD215grProgram.do,25
A79,10,Other infectious diseases,static,NBD215grProgram.do,25
A80,5,Vaccine preventable childhood,static,NBD215grProgram.do,11
A81,10,Other infectious diseases,static,NBD215grProgram.do,29
A82,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
A83,212,Encephalitis,static,NBD215grProgram.do,260
A84,212,Encephalitis,static,NBD215grProgram.do,260
A85,212,Encephalitis,static,NBD215grProgram.do,260
A86,212,Encephalitis,static,NBD215grProgram.do,260
A87,8,Meningitis,static,NBD215grProgram.do,19
A88,10,Other infectious diseases,static,NBD215grProgram.do,29
A89,10,Other infectious diseases,static,NBD215grProgram.do,29
A90,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
A91,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
A92,10,Other infectious diseases,static,NBD215grProgram.do,26
A93,10,Other infectious diseases,static,NBD215grProgram.do,26
A94,10,Other infectious diseases,static,NBD215grProgram.do,26
A95,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
A96,10,Other infectious diseases,static,NBD215grProgram.do,26
A97,10,Other infectious diseases,static,NBD215grProgram.do,26
A98,10,Other infectious diseases,static,NBD215grProgram.do,26
A99,10,Other infectious diseases,static,NBD215grProgram.do,26
B00,10,Other infectious diseases,static,NBD215grProgram.do,29
B01,5,Vaccine preventable childhood,static,NBD215grProgram.do,11
B02,10,Other infectious diseases,static,NBD215grProgram.do,26
B03,10,Other infectious diseases,static,NBD215grProgram.do,26
B04,10,Other infectious diseases,static,NBD215grProgram.do,26
B05,5,Vaccine preventable childhood,static,NBD215grProgram.do,11
B06,5,Vaccine preventable childhood,static,NBD215grProgram.do,11
B07,10,Other infectious diseases,static,NBD215grProgram.do,29
B08,10,Other infectious diseases,static,NBD215grProgram.do,29
B09,10,Other infectious diseases,static,NBD215grProgram.do,29
B15,9,Hepatitis,static,NBD215grProgram.do,21
B16,9,Hepatitis,static,NBD215grProgram.do,21
B17,9,Hepatitis,static,NBD215grProgram.do,21
B18,9,Hepatitis,static,NBD215grProgram.do,21
B19,9,Hepatitis,static,NBD215grProgram.do,21
B20,2,HIV/AIDS,static,NBD215grProgram.do,4
B21,2,HIV/AIDS,static,NBD215grProgram.do,4
B22,2,HIV/AIDS,static,NBD215grProgram.do,4
B23,2,HIV/AIDS,static,NBD215grProgram.do,4
B24,2,HIV/AIDS,static,NBD215grProgram.do,4
B25,10,Other infectious diseases,static,NBD215grProgram.do,29
B26,5,Vaccine preventable childhood,static,NBD215grProgram.do,11
B27,10,Other infectious diseases,static,NBD215grProgram.do,27
B28,10,Other infectious diseases,static,NBD215grProgram.do,27
B29,10,Other infectious diseases,static,NBD215grProgram.do,27
B30,10,Other infectious diseases,static,NBD215grProgram.do,27
B31,10,Other infectious diseases,static,NBD215grProgram.do,27
B32,10,Other infectious diseases,static,NBD215grProgram.do,27
B33,215,HIV Pseudonyms,static,NBD215grProgram.do,263
B34,10,Other infectious diseases,static,NBD215grProgram.do,29
B35,107,Skin diseases,static,NBD215grProgram.do,152
B36,107,Skin diseases,static,NBD215grProgram.do,152
B37,10,Other infectious diseases,static,NBD215grProgram.do,27
B38,10,Other infectious diseases,static,NBD215grProgram.do,27
B39,10,Other infectious diseases,static,NBD215grProgram.do,27
B40,10,Other infectious diseases,static,NBD215grProgram.do,27
B41,10,Other infectious diseases,static,NBD215grProgram.do,27
B42,10,Other infectious diseases,static,NBD215grProgram.do,27
B43,10,Other infectious diseases,static,NBD215grProgram.do,27
B44,10,Other infectious diseases,static,NBD215grProgram.do,27
B45,215,HIV Pseudonyms,static,NBD215grProgram.do,263
B46,10,Other infectious diseases,static,NBD215grProgram.do,27
B47,10,Other infectious diseases,static,NBD215grProgram.do,27
B48,10,Other infectious diseases,static,NBD215grProgram.do,27
B49,10,Other infectious diseases,static,NBD215grProgram.do,27
B50,6,Malaria,static,NBD215grProgram.do,15
B51,6,Malaria,static,NBD215grProgram.do,15
B52,6,Malaria,static,NBD215grProgram.do,15
B53,6,Malaria,static,NBD215grProgram.do,15
B54,6,Malaria,static,NBD215grProgram.do,15
B55,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B56,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B57,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B58,10,Other infectious diseases,static,NBD215grProgram.do,29
B59,215,HIV Pseudonyms,static,NBD215grProgram.do,263
B60,10,Other infectious diseases,static,NBD215grProgram.do,28
B61,10,Other infectious diseases,static,NBD215grProgram.do,28
B62,10,Other infectious diseases,static,NBD215grProgram.do,28
B63,10,Other infectious diseases,static,NBD215grProgram.do,28
B64,10,Other infectious diseases,static,NBD215grProgram.do,28
B65,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B66,10,Other infectious diseases,static,NBD215grProgram.do,29
B67,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B68,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B69,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B70,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B71,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B72,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B73,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B74,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B75,10,Other infectious diseases,static,NBD215grProgram.do,30
B76,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B77,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B78,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B79,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B80,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B81,7,"Intestinal parasites, other parasitic and vector diseases",static,NBD215grProgram.do,17
B82,153,Unspecified intestinal parasitism,static,NBD215grProgram.do,203
B83,10,Other infectious diseases,static,NBD215grProgram.do,30
B85,107,Skin diseases,static,NBD215grProgram.do,152
B86,107,Skin diseases,static,NBD215grProgram.do,152
B87,107,Skin diseases,static,NBD215grProgram.do,152
B88,107,Skin diseases,static,NBD215grProgram.do,152
B89,154,Unspecified parasitic disease,static,NBD215grProgram.do,204
B90,1,Tuberculosis,static,NBD215grProgram.do,2
B91,5,Vaccine preventable childhood,static,NBD215grProgram.do,11
B92,10,Other infectious diseases,static,NBD215grProgram.do,30
B94,191,Sequelae of other and unspecified infectious and parasitic diseases,static,NBD215grProgram.do,239
B95,10,Other infectious diseases,static,NBD215grProgram.do,28
B96,10,Other infectious diseases,static,NBD215grProgram.do,28
B97,10,Other infectious diseases,static,NBD215grProgram.do,28
B98,10,Other infectious diseases,static,NBD215grProgram.do,28
B99,10,Other infectious diseases,static,NBD215grProgram.do,28
C00,28,Mouth and oropharynx,static,NBD215grProgram.do,63
C01,28,Mouth and oropharynx,static,NBD215grProgram.do,63
C02,28,Mouth and oropharynx,static,NBD215grProgram.do,63
C03,28,Mouth and oropharynx,static,NBD215grProgram.do,63
C04,28,Mouth and oropharynx,static,NBD215grProgram.do,63
C05,28,Mouth and oropharynx,static,NBD215grProgram.do,63
C06,28,Mouth and oropharynx,static,NBD215grProgram.do,63
C07,28,Mouth and oropharynx,static,NBD215grProgram.do,63
C08,28,Mouth and oropharynx,static,NBD215grProgram.do,63
C09,29,Nasopharynx cancer and other pharynx cancer,static,NBD215grProgram.do,64
C10,29,Nasopharynx cancer and other pharynx cancer,static,NBD215grProgram.do,64
C11,29,Nasopharynx cancer and other pharynx cancer,static,NBD215grProgram.do,64
C12,29,Nasopharynx cancer and other pharynx cancer,static,NBD215grProgram.do,64
C13,29,Nasopharynx cancer and other pharynx cancer,static,NBD215grProgram.do,64
C14,155,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",static,NBD215grProgram.do,205
C15,30,Oesophagus,static,NBD215grProgram.do,65
C16,31,Stomach,static,NBD215grProgram.do,66
C17,54,Other malignant neoplasms,static,NBD215grProgram.do,91
C18,32,Colo-rectal,static,NBD215grProgram.do,67
C19,32,Colo-rectal,static,NBD215grProgram.do,67
C20,32,Colo-rectal,static,NBD215grProgram.do,67
C21,32,Colo-rectal,static,NBD215grProgram.do,67
C22,33,Liver,static,NBD215grProgram.do,68
C23,34,Gallbladder and biliary tract,static,NBD215grProgram.do,69
C24,34,Gallbladder and biliary tract,static,NBD215grProgram.do,69
C25,35,Pancreas,static,NBD215grProgram.do,70
C26,156,Malignant neoplasm of other and ill-defined digestive organs,static,NBD215grProgram.do,206
C30,54,Other malignant neoplasms,static,NBD215grProgram.do,89
C31,54,Other malignant neoplasms,static,NBD215grProgram.do,89
C32,36,Larynx,static,NBD215grProgram.do,71
C33,37,Trachea/bronchi/lung,static,NBD215grProgram.do,72
C34,37,Trachea/bronchi/lung,static,NBD215grProgram.do,72
C37,54,Other malignant neoplasms,static,NBD215grProgram.do,89
C38,54,Other malignant neoplasms,static,NBD215grProgram.do,89
C39,157,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,static,NBD215grProgram.do,207
C40,54,Other malignant neoplasms,static,NBD215grProgram.do,89
C41,54,Other malignant neoplasms,static,NBD215grProgram.do,89
C43,38,Melanoma,static,NBD215grProgram.do,73
C44,39,Other skin cancer,static,NBD215grProgram.do,74
C45,54,Other malignant neoplasms,static,NBD215grProgram.do,91
C46,215,HIV Pseudonyms,static,NBD215grProgram.do,263
C47,54,Other malignant neoplasms,static,NBD215grProgram.do,89
C48,54,Other malignant neoplasms,static,NBD215grProgram.do,89
C49,54,Other malignant neoplasms,static,NBD215grProgram.do,89
C50,40,Breast,static,NBD215grProgram.do,75
C51,54,Other malignant neoplasms,static,NBD215grProgram.do,90
C52,54,Other malignant neoplasms,static,NBD215grProgram.do,90
C53,41,Cervix,static,NBD215grProgram.do,76
C54,42,Corpus uteri,static,NBD215grProgram.do,77
C55,42,Corpus uteri,static,NBD215grProgram.do,77
C56,43,Ovary,static,NBD215grProgram.do,78
C57,54,Other malignant neoplasms,static,NBD215grProgram.do,90
C58,54,Other malignant neoplasms,static,NBD215grProgram.do,90
C60,54,Other malignant neoplasms,static,NBD215grProgram.do,91
C61,44,Prostate,static,NBD215grProgram.do,79
C62,45,Testis cancer,static,NBD215grProgram.do,80
C63,54,Other malignant neoplasms,static,NBD215grProgram.do,91
C64,47,Kidney,static,NBD215grProgram.do,82
C65,47,Kidney,static,NBD215grProgram.do,82
C66,47,Kidney,static,NBD215grProgram.do,82
C67,46,Bladder,static,NBD215grProgram.do,81
C68,47,Kidney,static,NBD215grProgram.do,82
C69,54,Other malignant neoplasms,static,NBD215grProgram.do,91
C70,48,Brain,static,NBD215grProgram.do,83
C71,48,Brain,static,NBD215grProgram.do,83
C72,48,Brain,static,NBD215grProgram.do,83
C73,49,Thyroid,static,NBD215grProgram.do,84
C74,54,Other malignant neoplasms,static,NBD215grProgram.do,90
C75,54,Other malignant neoplasms,static,NBD215grProgram.do,90
C76,145,Malignant neoplasm without specification of site,static,NBD215grProgram.do,195
C77,54,Other malignant neoplasms,static,NBD215grProgram.do,91
C78,54,Other malignant neoplasms,static,NBD215grProgram.do,91
C79,54,Other malignant neoplasms,static,NBD215grProgram.do,91
C80,145,Malignant neoplasm without specification of site,static,NBD215grProgram.do,195
C81,50,Hodgkin's lymphoma,static,NBD215grProgram.do,85
C82,51,Non-Hodgkins lymphoma,static,NBD215grProgram.do,86
C83,51,Non-Hodgkins lymphoma,static,NBD215grProgram.do,86
C84,51,Non-Hodgkins lymphoma,static,NBD215grProgram.do,86
C85,51,Non-Hodgkins lymphoma,static,NBD215grProgram.do,86
C86,51,Non-Hodgkins lymphoma,static,NBD215grProgram.do,86
C88,52,Multiple myeloma,static,NBD215grProgram.do,87
C90,52,Multiple myeloma,static,NBD215grProgram.do,87
C91,53,Leukaemia,static,NBD215grProgram.do,88
C92,53,Leukaemia,static,NBD215grProgram.do,88
C93,53,Leukaemia,static,NBD215grProgram.do,88
C94,53,Leukaemia,static,NBD215grProgram.do,88
C95,53,Leukaemia,static,NBD215grProgram.do,88
C96,51,Non-Hodgkins lymphoma,static,NBD215grProgram.do,86
C97,54,Other malignant neoplasms,static,NBD215grProgram.do,91
D00,55,Other neoplasms,static,NBD215grProgram.do,92
D01,55,Other neoplasms,static,NBD215grProgram.do,92
D02,55,Other neoplasms,static,NBD215grProgram.do,92
D03,55,Other neoplasms,static,NBD215grProgram.do,92
D04,55,Other neoplasms,static,NBD215grProgram.do,92
D05,55,Other neoplasms,static,NBD215grProgram.do,92
D06,55,Other neoplasms,static,NBD215grProgram.do,92
D07,55,Other neoplasms,static,NBD215grProgram.do,92
D08,55,Other neoplasms,static,NBD215grProgram.do,92
D09,55,Other neoplasms,static,NBD215grProgram.do,92
D10,55,Other neoplasms,static,NBD215grProgram.do,92
D11,55,Other neoplasms,static,NBD215grProgram.do,92
D12,55,Other neoplasms,static,NBD215grProgram.do,92
D13,55,Other neoplasms,static,NBD215grProgram.do,92
D14,55,Other neoplasms,static,NBD215grProgram.do,92
D15,55,Other neoplasms,static,NBD215grProgram.do,92
D16,55,Other neoplasms,static,NBD215grProgram.do,92
D17,55,Other neoplasms,static,NBD215grProgram.do,92
D18,55,Other neoplasms,static,NBD215grProgram.do,92
D19,55,Other neoplasms,static,NBD215grProgram.do,92
D20,55,Other neoplasms,static,NBD215grProgram.do,92
D21,55,Other neoplasms,static,NBD215grProgram.do,92
D22,55,Other neoplasms,static,NBD215grProgram.do,92
D23,55,Other neoplasms,static,NBD215grProgram.do,92
D24,55,Other neoplasms,static,NBD215grProgram.do,92
D25,55,Other neoplasms,static,NBD215grProgram.do,92
D26,55,Other neoplasms,static,NBD215grProgram.do,92
D27,55,Other neoplasms,static,NBD215grProgram.do,92
D28,55,Other neoplasms,static,NBD215grProgram.do,92
D29,55,Other neoplasms,static,NBD215grProgram.do,92
D30,55,Other neoplasms,static,NBD215grProgram.do,92
D31,55,Other neoplasms,static,NBD215grProgram.do,92
D32,55,Other neoplasms,static,NBD215grProgram.do,92
D33,55,Other neoplasms,static,NBD215grProgram.do,92
D34,55,Other neoplasms,static,NBD215grProgram.do,92
D35,55,Other neoplasms,static,NBD215grProgram.do,92
D36,55,Other neoplasms,static,NBD215grProgram.do,92
D37,55,Other neoplasms,static,NBD215grProgram.do,92
D38,55,Other neoplasms,static,NBD215grProgram.do,92
D39,55,Other neoplasms,static,NBD215grProgram.do,92
D40,55,Other neoplasms,static,NBD215grProgram.do,92
D41,55,Other neoplasms,static,NBD215grProgram.do,92
D42,55,Other neoplasms,static,NBD215grProgram.do,92
D43,55,Other neoplasms,static,NBD215grProgram.do,92
D44,55,Other neoplasms,static,NBD215grProgram.do,92
D45,55,Other neoplasms,static,NBD215grProgram.do,92
D46,55,Other neoplasms,static,NBD215grProgram.do,92
D47,55,Other neoplasms,static,NBD215grProgram.do,92
D48,55,Other neoplasms,static,NBD215grProgram.do,92
D50,26,Iron deficiency anaemia,static,NBD215grProgram.do,61
D51,27,Other nutritional disorders,static,NBD215grProgram.do,62
D52,27,Other nutritional disorders,static,NBD215grProgram.do,62
D53,27,Other nutritional disorders,static,NBD215grProgram.do,62
D55,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,94
D56,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,94
D57,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,94
D58,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,94
D59,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,94
D60,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,94
D61,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,94
D62,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,94
D64,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,94
D65,202,Disseminated intravascular coagulation [defibrination syndrome],static,NBD215grProgram.do,250
D66,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D67,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D68,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D69,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D70,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D71,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D72,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D73,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D74,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D75,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D76,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D77,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D78,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D79,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D80,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D81,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D82,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D83,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D84,215,HIV Pseudonyms,static,NBD215grProgram.do,263
D86,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D87,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D88,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
D89,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
E00,27,Other nutritional disorders,static,NBD215grProgram.do,62
E01,27,Other nutritional disorders,static,NBD215grProgram.do,62
E02,27,Other nutritional disorders,static,NBD215grProgram.do,62
E03,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
E04,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
E05,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
E06,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
E07,57,"Endocrine nutritional,blood and immune disorders",static,NBD215grProgram.do,95
E10,56,Diabetes mellitus,static,NBD215grProgram.do,93
