icd10,nbdcode,nbd_label,rule_type,source_file,source_line
P36,22,Sepsis and other infectious conditions of the newborn,static,NBD215grProgram.do,55
P37,22,Sepsis and other infectious conditions of the newborn,static,NBD215grProgram.do,55
P38,22,Sepsis and other infectious conditions of the newborn,static,NBD215grProgram.do,55
P39,22,Sepsis and other infectious conditions of the newborn,static,NBD215grProgram.do,55
P50,21,Birth asphyxia,static,NBD215grProgram.do,54
P51,23,Other perinatal conditions,static,NBD215grProgram.do,57
P52,20,Preterm birth complications,static,NBD215grProgram.do,51
P53,23,Other perinatal conditions,static,NBD215grProgram.do,57
P54,23,Other perinatal conditions,static,NBD215grProgram.do,57
P55,23,Other perinatal conditions,static,NBD215grProgram.do,57
P56,23,Other perinatal conditions,static,NBD215grProgram.do,57
P57,23,Other perinatal conditions,static,NBD215grProgram.do,57
P58,23,Other perinatal conditions,static,NBD215grProgram.do,57
P59,23,Other perinatal conditions,static,NBD215grProgram.do,57
P60,22,Sepsis and other infectious conditions of the newborn,static,NBD215grProgram.do,55
P61,20,Preterm birth complications,static,NBD215grProgram.do,51
P62,23,Other perinatal conditions,static,NBD215grProgram.do,57
P63,23,Other perinatal conditions,static,NBD215grProgram.do,57
P64,23,Other perinatal conditions,static,NBD215grProgram.do,57
P65,23,Other perinatal conditions,static,NBD215grProgram.do,57
P66,23,Other perinatal conditions,static,NBD215grProgram.do,57
P67,23,Other perinatal conditions,static,NBD215grProgram.do,57
P68,23,Other perinatal conditions,static,NBD215grProgram.do,57
P69,23,Other perinatal conditions,static,NBD215grProgram.do,57
P70,23,Other perinatal conditions,static,NBD215grProgram.do,57
P71,23,Other perinatal conditions,static,NBD215grProgram.do,57
P72,23,Other perinatal conditions,static,NBD215grProgram.do,57
P73,23,Other perinatal conditions,static,NBD215grProgram.do,57
P74,23,Other perinatal conditions,static,NBD215grProgram.do,57
P75,120,Other congenital abnormalities,static,NBD215grProgram.do,165
P76,23,Other perinatal conditions,static,NBD215grProgram.do,57
P77,20,Preterm birth complications,static,NBD215grProgram.do,51
P78,23,Other perinatal conditions,static,NBD215grProgram.do,57
P79,23,Other perinatal conditions,static,NBD215grProgram.do,57
P80,20,Preterm birth complications,static,NBD215grProgram.do,51
P81,23,Other perinatal conditions,static,NBD215grProgram.do,57
P82,23,Other perinatal conditions,static,NBD215grProgram.do,57
P83,23,Other perinatal conditions,static,NBD215grProgram.do,57
P84,23,Other perinatal conditions,static,NBD215grProgram.do,57
P85,23,Other perinatal conditions,static,NBD215grProgram.do,57
P86,23,Other perinatal conditions,static,NBD215grProgram.do,57
P87,23,Other perinatal conditions,static,NBD215grProgram.do,57
P88,23,Other perinatal conditions,static,NBD215grProgram.do,57
P89,23,Other perinatal conditions,static,NBD215grProgram.do,57
P90,21,Birth asphyxia,static,NBD215grProgram.do,54
P91,21,Birth asphyxia,static,NBD215grProgram.do,54
P92,149,Perinatal death unspecified cause,static,NBD215grProgram.do,199
P93,23,Other perinatal conditions,static,NBD215grProgram.do,57
P94,23,Other perinatal conditions,static,NBD215grProgram.do,57
P95,150,Fetal death of unspecified cause,static,NBD215grProgram.do,200
P96,149,Perinatal death unspecified cause,static,NBD215grProgram.do,199
Q00,112,Neural tube defects,static,NBD215grProgram.do,157
Q01,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q02,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q03,112,Neural tube defects,static,NBD215grProgram.do,157
Q04,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q05,112,Neural tube defects,static,NBD215grProgram.do,157
Q06,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q07,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q10,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q11,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q12,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q13,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q14,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q15,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q16,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q17,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q18,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q20,114,Congenital heart anomalies,static,NBD215grProgram.do,159
Q21,114,Congenital heart anomalies,static,NBD215grProgram.do,159
Q22,114,Congenital heart anomalies,static,NBD215grProgram.do,159
Q23,114,Congenital heart anomalies,static,NBD215grProgram.do,159
Q24,114,Congenital heart anomalies,static,NBD215grProgram.do,159
Q25,114,Congenital heart anomalies,static,NBD215grProgram.do,159
Q26,114,Congenital heart anomalies,static,NBD215grProgram.do,159
Q27,114,Congenital heart anomalies,static,NBD215grProgram.do,159
Q28,114,Congenital heart anomalies,static,NBD215grProgram.do,159
Q30,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q31,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q32,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q33,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q34,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q35,113,Cleft lip/palate,static,NBD215grProgram.do,158
Q36,113,Cleft lip/palate,static,NBD215grProgram.do,158
Q37,113,Cleft lip/palate,static,NBD215grProgram.do,158
Q38,115,Congenital disorders of GIT,static,NBD215grProgram.do,160
Q39,115,Congenital disorders of GIT,static,NBD215grProgram.do,160
Q40,115,Congenital disorders of GIT,static,NBD215grProgram.do,160
Q41,115,Congenital disorders of GIT,static,NBD215grProgram.do,160
Q42,115,Congenital disorders of GIT,static,NBD215grProgram.do,160
Q43,115,Congenital disorders of GIT,static,NBD215grProgram.do,160
Q44,115,Congenital disorders of GIT,static,NBD215grProgram.do,160
Q45,115,Congenital disorders of GIT,static,NBD215grProgram.do,160
Q50,116,Urogenital malformations,static,NBD215grProgram.do,161
Q51,116,Urogenital malformations,static,NBD215grProgram.do,161
Q52,116,Urogenital malformations,static,NBD215grProgram.do,161
Q53,116,Urogenital malformations,static,NBD215grProgram.do,161
Q54,116,Urogenital malformations,static,NBD215grProgram.do,161
Q55,116,Urogenital malformations,static,NBD215grProgram.do,161
Q56,116,Urogenital malformations,static,NBD215grProgram.do,161
Q57,116,Urogenital malformations,static,NBD215grProgram.do,161
Q58,116,Urogenital malformations,static,NBD215grProgram.do,161
Q59,116,Urogenital malformations,static,NBD215grProgram.do,161
Q60,116,Urogenital malformations,static,NBD215grProgram.do,161
Q61,116,Urogenital malformations,static,NBD215grProgram.do,161
Q62,116,Urogenital malformations,static,NBD215grProgram.do,161
Q63,116,Urogenital malformations,static,NBD215grProgram.do,161
Q64,116,Urogenital malformations,static,NBD215grProgram.do,161
Q65,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q66,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q67,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q68,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q69,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q70,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q71,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q72,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q73,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q74,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q75,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q76,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q77,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q78,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q79,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q80,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q81,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q82,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q83,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q84,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q85,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q86,117,Fetal alcohol syndrome,static,NBD215grProgram.do,162
Q87,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q88,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q89,120,Other congenital abnormalities,static,NBD215grProgram.do,165
Q90,118,Down syndrome and other chromosomal anomalies,static,NBD215grProgram.do,163
Q91,119,Other chromosomal abnormalities,static,NBD215grProgram.do,164
Q92,119,Other chromosomal abnormalities,static,NBD215grProgram.do,164
Q93,119,Other chromosomal abnormalities,static,NBD215grProgram.do,164
Q94,119,Other chromosomal abnormalities,static,NBD215grProgram.do,164
Q95,119,Other chromosomal abnormalities,static,NBD215grProgram.do,164
Q96,119,Other chromosomal abnormalities,static,NBD215grProgram.do,164
Q97,119,Other chromosomal abnormalities,static,NBD215grProgram.do,164
Q98,119,Other chromosomal abnormalities,static,NBD215grProgram.do,164
Q99,119,Other chromosomal abnormalities,static,NBD215grProgram.do,164
R00,143,Ill defined natural,static,NBD215grProgram.do,188
R01,143,Ill defined natural,static,NBD215grProgram.do,188
R02,189,"Gangrene, not elsewhere classified",static,NBD215grProgram.do,237
R03,143,Ill defined natural,static,NBD215grProgram.do,188
R04,143,Ill defined natural,static,NBD215grProgram.do,188
R05,143,Ill defined natural,static,NBD215grProgram.do,188
R06,143,Ill defined natural,static,NBD215grProgram.do,188
R07,143,Ill defined natural,static,NBD215grProgram.do,188
R08,143,Ill defined natural,static,NBD215grProgram.do,188
R09,143,Ill defined natural,static,NBD215grProgram.do,188
R10,143,Ill defined natural,static,NBD215grProgram.do,188
R11,143,Ill defined natural,static,NBD215grProgram.do,188
R12,143,Ill defined natural,static,NBD215grProgram.do,188
R13,143,Ill defined natural,static,NBD215grProgram.do,188
R14,143,Ill defined natural,static,NBD215grProgram.do,188
R15,143,Ill defined natural,static,NBD215grProgram.do,188
R16,143,Ill defined natural,static,NBD215grProgram.do,188
R17,143,Ill defined natural,static,NBD215grProgram.do,188
R18,190,Ascites,static,NBD215grProgram.do,238
R19,143,Ill defined natural,static,NBD215grProgram.do,188
R20,143,Ill defined natural,static,NBD215grProgram.do,188
R21,143,Ill defined natural,static,NBD215grProgram.do,188
R22,143,Ill defined natural,static,NBD215grProgram.do,188
R23,143,Ill defined natural,static,NBD215grProgram.do,188
R25,143,Ill defined natural,static,NBD215grProgram.do,189
R26,143,Ill defined natural,static,NBD215grProgram.do,189
R27,143,Ill defined natural,static,NBD215grProgram.do,189
R28,143,Ill defined natural,static,NBD215grProgram.do,189
R29,143,Ill defined natural,static,NBD215grProgram.do,189
R30,143,Ill defined natural,static,NBD215grProgram.do,189
R31,143,Ill defined natural,static,NBD215grProgram.do,189
R32,143,Ill defined natural,static,NBD215grProgram.do,189
R33,143,Ill defined natural,static,NBD215grProgram.do,189
R34,143,Ill defined natural,static,NBD215grProgram.do,189
R35,143,Ill defined natural,static,NBD215grProgram.do,189
R36,143,Ill defined natural,static,NBD215grProgram.do,189
R37,143,Ill defined natural,static,NBD215grProgram.do,189
R38,143,Ill defined natural,static,NBD215grProgram.do,189
R39,143,Ill defined natural,static,NBD215grProgram.do,189
R40,143,Ill defined natural,static,NBD215grProgram.do,189
R41,143,Ill defined natural,static,NBD215grProgram.do,189
R42,143,Ill defined natural,static,NBD215grProgram.do,189
R43,143,Ill defined natural,static,NBD215grProgram.do,189
R44,143,Ill defined natural,static,NBD215grProgram.do,189
R45,143,Ill defined natural,static,NBD215grProgram.do,189
R46,143,Ill defined natural,static,NBD215grProgram.do,189
R47,143,Ill defined natural,static,NBD215grProgram.do,189
R48,143,Ill defined natural,static,NBD215grProgram.do,189
R49,143,Ill defined natural,static,NBD215grProgram.do,189
R50,143,Ill defined natural,static,NBD215grProgram.do,190
R51,143,Ill defined natural,static,NBD215grProgram.do,190
R52,143,Ill defined natural,static,NBD215grProgram.do,190
R53,143,Ill defined natural,static,NBD215grProgram.do,190
R54,143,Ill defined natural,static,NBD215grProgram.do,190
R55,143,Ill defined natural,static,NBD215grProgram.do,192
R56,143,Ill defined natural,static,NBD215grProgram.do,191
R57,143,Ill defined natural,static,NBD215grProgram.do,192
R58,143,Ill defined natural,static,NBD215grProgram.do,192
R59,143,Ill defined natural,static,NBD215grProgram.do,190
R60,143,Ill defined natural,static,NBD215grProgram.do,190
R61,143,Ill defined natural,static,NBD215grProgram.do,190
R62,143,Ill defined natural,static,NBD215grProgram.do,190
R63,143,Ill defined natural,static,NBD215grProgram.do,190
R64,143,Ill defined natural,static,NBD215grProgram.do,192
R65,143,Ill defined natural,static,NBD215grProgram.do,193
R68,143,Ill defined natural,static,NBD215grProgram.do,191
R70,143,Ill defined natural,static,NBD215grProgram.do,190
R71,143,Ill defined natural,static,NBD215grProgram.do,190
R72,143,Ill defined natural,static,NBD215grProgram.do,190
R73,143,Ill defined natural,static,NBD215grProgram.do,190
R74,143,Ill defined natural,static,NBD215grProgram.do,190
R75,143,Ill defined natural,static,NBD215grProgram.do,190
R76,143,Ill defined natural,static,NBD215grProgram.do,190
R77,143,Ill defined natural,static,NBD215grProgram.do,190
R78,143,Ill defined natural,static,NBD215grProgram.do,190
R79,143,Ill defined natural,static,NBD215grProgram.do,190
R80,143,Ill defined natural,static,NBD215grProgram.do,190
R81,143,Ill defined natural,static,NBD215grProgram.do,190
R82,143,Ill defined natural,static,NBD215grProgram.do,190
R83,143,Ill defined natural,static,NBD215grProgram.do,191
R84,143,Ill defined natural,static,NBD215grProgram.do,191
R85,143,Ill defined natural,static,NBD215grProgram.do,191
R86,143,Ill defined natural,static,NBD215grProgram.do,191
R87,143,Ill defined natural,static,NBD215grProgram.do,191
R88,143,Ill defined natural,static,NBD215grProgram.do,191
R89,143,Ill defined natural,static,NBD215grProgram.do,191
R90,143,Ill defined natural,static,NBD215grProgram.do,191
R91,143,Ill defined natural,static,NBD215grProgram.do,191
R92,143,Ill defined natural,static,NBD215grProgram.do,191
R93,143,Ill defined natural,static,NBD215grProgram.do,191
R94,143,Ill defined natural,static,NBD215grProgram.do,191
R95,143,Ill defined natural,static,NBD215grProgram.do,191
R96,143,Ill defined natural,static,NBD215grProgram.do,191
R97,143,Ill defined natural,static,NBD215grProgram.do,191
R98,143,Ill defined natural,static,NBD215grProgram.do,191
R99,143,Ill defined natural,static,NBD215grProgram.do,191
U51,1,Tuberculosis,static,NBD215grProgram.do,2
U52,1,Tuberculosis,static,NBD215grProgram.do,2
V01,124,Road injuries,static,NBD215grProgram.do,169
V02,124,Road injuries,static,NBD215grProgram.do,169
V03,124,Road injuries,static,NBD215grProgram.do,169
V04,124,Road injuries,static,NBD215grProgram.do,169
V05,125,Rail injury,static,NBD215grProgram.do,170
V06,124,Road injuries,static,NBD215grProgram.do,169
V09,124,Road injuries,static,NBD215grProgram.do,169
V10,124,Road injuries,static,NBD215grProgram.do,169
V11,124,Road injuries,static,NBD215grProgram.do,169
V12,124,Road injuries,static,NBD215grProgram.do,169
V13,124,Road injuries,static,NBD215grProgram.do,169
V14,124,Road injuries,static,NBD215grProgram.do,169
V15,124,Road injuries,static,NBD215grProgram.do,169
V16,124,Road injuries,static,NBD215grProgram.do,169
V17,124,Road injuries,static,NBD215grProgram.do,169
V18,124,Road injuries,static,NBD215grProgram.do,169
V19,124,Road injuries,static,NBD215grProgram.do,169
V20,124,Road injuries,static,NBD215grProgram.do,169
V21,124,Road injuries,static,NBD215grProgram.do,169
V22,124,Road injuries,static,NBD215grProgram.do,169
V23,124,Road injuries,static,NBD215grProgram.do,169
V24,124,Road injuries,static,NBD215grProgram.do,169
V25,124,Road injuries,static,NBD215grProgram.do,169
V26,124,Road injuries,static,NBD215grProgram.do,169
V27,124,Road injuries,static,NBD215grProgram.do,169
V28,124,Road injuries,static,NBD215grProgram.do,169
V29,124,Road injuries,static,NBD215grProgram.do,169
V30,124,Road injuries,static,NBD215grProgram.do,169
V31,124,Road injuries,static,NBD215grProgram.do,169
V32,124,Road injuries,static,NBD215grProgram.do,169
V33,124,Road injuries,static,NBD215grProgram.do,169
V34,124,Road injuries,static,NBD215grProgram.do,169
V35,124,Road injuries,static,NBD215grProgram.do,169
V36,124,Road injuries,static,NBD215grProgram.do,169
V37,124,Road injuries,static,NBD215grProgram.do,169
V38,124,Road injuries,static,NBD215grProgram.do,169
V39,124,Road injuries,static,NBD215grProgram.do,169
V40,124,Road injuries,static,NBD215grProgram.do,169
V41,124,Road injuries,static,NBD215grProgram.do,169
V42,124,Road injuries,static,NBD215grProgram.do,169
V43,124,Road injuries,static,NBD215grProgram.do,169
V44,124,Road injuries,static,NBD215grProgram.do,169
V45,124,Road injuries,static,NBD215grProgram.do,169
V46,124,Road injuries,static,NBD215grProgram.do,169
V47,124,Road injuries,static,NBD215grProgram.do,169
V48,124,Road injuries,static,NBD215grProgram.do,169
V49,124,Road injuries,static,NBD215grProgram.do,169
V50,124,Road injuries,static,NBD215grProgram.do,169
V51,124,Road injuries,static,NBD215grProgram.do,169
V52,124,Road injuries,static,NBD215grProgram.do,169
V53,124,Road injuries,static,NBD215grProgram.do,169
V54,124,Road injuries,static,NBD215grProgram.do,169
V55,124,Road injuries,static,NBD215grProgram.do,169
V56,124,Road injuries,static,NBD215grProgram.do,169
V57,124,Road injuries,static,NBD215grProgram.do,169
V58,124,Road injuries,static,NBD215grProgram.do,169
V59,124,Road injuries,static,NBD215grProgram.do,169
V60,124,Road injuries,static,NBD215grProgram.do,169
V61,124,Road injuries,static,NBD215grProgram.do,169
V62,124,Road injuries,static,NBD215grProgram.do,169
V63,124,Road injuries,static,NBD215grProgram.do,169
V64,124,Road injuries,static,NBD215grProgram.do,169
V65,124,Road injuries,static,NBD215grProgram.do,169
V66,124,Road injuries,static,NBD215grProgram.do,169
V67,124,Road injuries,static,NBD215grProgram.do,169
V68,124,Road injuries,static,NBD215grProgram.do,169
V69,124,Road injuries,static,NBD215grProgram.do,169
V70,124,Road injuries,static,NBD215grProgram.do,169
V71,124,Road injuries,static,NBD215grProgram.do,169
V72,124,Road injuries,static,NBD215grProgram.do,169
V73,124,Road injuries,static,NBD215grProgram.do,169
V74,124,Road injuries,static,NBD215grProgram.do,169
V75,124,Road injuries,static,NBD215grProgram.do,169
V76,124,Road injuries,static,NBD215grProgram.do,169
V77,124,Road injuries,static,NBD215grProgram.do,169
V78,124,Road injuries,static,NBD215grProgram.do,169
V79,124,Road injuries,static,NBD215grProgram.do,169
V80,124,Road injuries,static,NBD215grProgram.do,169
V81,125,Rail injury,static,NBD215grProgram.do,170
V82,124,Road injuries,static,NBD215grProgram.do,169
V83,124,Road injuries,static,NBD215grProgram.do,169
V84,124,Road injuries,static,NBD215grProgram.do,169
V85,124,Road injuries,static,NBD215grProgram.do,169
V86,126,Other transport accidents,static,NBD215grProgram.do,171
V87,124,Road injuries,static,NBD215grProgram.do,169
V88,126,Other transport accidents,static,NBD215grProgram.do,171
V89,124,Road injuries,static,NBD215grProgram.do,169
V90,130,Drowning,static,NBD215grProgram.do,175
V91,126,Other transport accidents,static,NBD215grProgram.do,171
V92,130,Drowning,static,NBD215grProgram.do,175
V93,126,Other transport accidents,static,NBD215grProgram.do,171
V94,126,Other transport accidents,static,NBD215grProgram.do,171
V95,126,Other transport accidents,static,NBD215grProgram.do,171
V96,126,Other transport accidents,static,NBD215grProgram.do,171
V97,126,Other transport accidents,static,NBD215grProgram.do,171
V98,126,Other transport accidents,static,NBD215grProgram.do,171
V99,158,Unspecified transport accident,static,NBD215grProgram.do,208
W00,128,Falls,static,NBD215grProgram.do,173
W01,128,Falls,static,NBD215grProgram.do,173
W02,128,Falls,static,NBD215grProgram.do,173
W03,128,Falls,static,NBD215grProgram.do,173
W04,128,Falls,static,NBD215grProgram.do,173
W05,128,Falls,static,NBD215grProgram.do,173
W06,128,Falls,static,NBD215grProgram.do,173
W07,128,Falls,static,NBD215grProgram.do,173
W08,128,Falls,static,NBD215grProgram.do,173
W09,128,Falls,static,NBD215grProgram.do,173
W10,128,Falls,static,NBD215grProgram.do,173
W11,128,Falls,static,NBD215grProgram.do,173
W12,128,Falls,static,NBD215grProgram.do,173
W13,128,Falls,static,NBD215grProgram.do,173
W14,128,Falls,static,NBD215grProgram.do,173
W15,128,Falls,static,NBD215grProgram.do,173
W16,128,Falls,static,NBD215grProgram.do,173
W17,128,Falls,static,NBD215grProgram.do,173
W18,128,Falls,static,NBD215grProgram.do,173
W19,128,Falls,static,NBD215grProgram.do,173
W20,139,Other unintentional injuries,static,NBD215grProgram.do,184
W21,139,Other unintentional injuries,static,NBD215grProgram.do,184
W22,139,Other unintentional injuries,static,NBD215grProgram.do,184
W23,139,Other unintentional injuries,static,NBD215grProgram.do,184
W24,132,Mechanical forces: machinery,static,NBD215grProgram.do,177
W25,134,Mechanical forces: sharp object,static,NBD215grProgram.do,179
W26,134,Mechanical forces: sharp object,static,NBD215grProgram.do,179
W27,134,Mechanical forces: sharp object,static,NBD215grProgram.do,179
W28,134,Mechanical forces: sharp object,static,NBD215grProgram.do,179
W29,134,Mechanical forces: sharp object,static,NBD215grProgram.do,179
W30,132,Mechanical forces: machinery,static,NBD215grProgram.do,177
W31,132,Mechanical forces: machinery,static,NBD215grProgram.do,177
W32,133,Mechanical forces; firearm,static,NBD215grProgram.do,178
W33,133,Mechanical forces; firearm,static,NBD215grProgram.do,178
W34,133,Mechanical forces; firearm,static,NBD215grProgram.do,178
W35,139,Other unintentional injuries,static,NBD215grProgram.do,184
W36,139,Other unintentional injuries,static,NBD215grProgram.do,184
W37,139,Other unintentional injuries,static,NBD215grProgram.do,184
W38,139,Other unintentional injuries,static,NBD215grProgram.do,184
W39,139,Other unintentional injuries,static,NBD215grProgram.do,184
W40,139,Other unintentional injuries,static,NBD215grProgram.do,184
W41,139,Other unintentional injuries,static,NBD215grProgram.do,184
W42,139,Other unintentional injuries,static,NBD215grProgram.do,184
W43,139,Other unintentional injuries,static,NBD215grProgram.do,184
W44,139,Other unintentional injuries,static,NBD215grProgram.do,184
W45,134,Mechanical forces: sharp object,static,NBD215grProgram.do,179
W46,134,Mechanical forces: sharp object,static,NBD215grProgram.do,179
W49,139,Other unintentional injuries,static,NBD215grProgram.do,184
W50,139,Other unintentional injuries,static,NBD215grProgram.do,184
W51,139,Other unintentional injuries,static,NBD215grProgram.do,184
W52,139,Other unintentional injuries,static,NBD215grProgram.do,184
W53,138,Animal contact,static,NBD215grProgram.do,183
W54,138,Animal contact,static,NBD215grProgram.do,183
W55,138,Animal contact,static,NBD215grProgram.do,183
W56,138,Animal contact,static,NBD215grProgram.do,183
W57,138,Animal contact,static,NBD215grProgram.do,183
W58,138,Animal contact,static,NBD215grProgram.do,183
W59,138,Animal contact,static,NBD215grProgram.do,183
W60,139,Other unintentional injuries,static,NBD215grProgram.do,184
W61,139,Other unintentional injuries,static,NBD215grProgram.do,184
W62,139,Other unintentional injuries,static,NBD215grProgram.do,184
W63,139,Other unintentional injuries,static,NBD215grProgram.do,184
W64,139,Other unintentional injuries,static,NBD215grProgram.do,184
W65,130,Drowning,static,NBD215grProgram.do,175
W66,130,Drowning,static,NBD215grProgram.do,175
W67,130,Drowning,static,NBD215grProgram.do,175
W68,130,Drowning,static,NBD215grProgram.do,175
W69,130,Drowning,static,NBD215grProgram.do,175
W70,130,Drowning,static,NBD215grProgram.do,175
W71,130,Drowning,static,NBD215grProgram.do,175
W72,130,Drowning,static,NBD215grProgram.do,175
W73,130,Drowning,static,NBD215grProgram.do,175
W74,130,Drowning,static,NBD215grProgram.do,175
W75,131,Other threats to breathing,static,NBD215grProgram.do,176
W76,131,Other threats to breathing,static,NBD215grProgram.do,176
W77,131,Other threats to breathing,static,NBD215grProgram.do,176
W78,131,Other threats to breathing,static,NBD215grProgram.do,176
W79,131,Other threats to breathing,static,NBD215grProgram.do,176
W80,131,Other threats to breathing,static,NBD215grProgram.do,176
W81,131,Other threats to breathing,static,NBD215grProgram.do,176
W82,131,Other threats to breathing,static,NBD215grProgram.do,176
W83,131,Other threats to breathing,static,NBD215grProgram.do,176
W84,131,Other threats to breathing,static,NBD215grProgram.do,176
W85,139,Other unintentional injuries,static,NBD215grProgram.do,184
W86,139,Other unintentional injuries,static,NBD215grProgram.do,184
W87,139,Other unintentional injuries,static,NBD215grProgram.do,184
W88,139,Other unintentional injuries,static,NBD215grProgram.do,184
W89,139,Other unintentional injuries,static,NBD215grProgram.do,184
W90,139,Other unintentional injuries,static,NBD215grProgram.do,184
W91,139,Other unintentional injuries,static,NBD215grProgram.do,184
W92,139,Other unintentional injuries,static,NBD215grProgram.do,184
W93,139,Other unintentional injuries,static,NBD215grProgram.do,184
W94,139,Other unintentional injuries,static,NBD215grProgram.do,184
W95,139,Other unintentional injuries,static,NBD215grProgram.do,184
W96,139,Other unintentional injuries,static,NBD215grProgram.do,184
W97,139,Other unintentional injuries,static,NBD215grProgram.do,184
W98,139,Other unintentional injuries,static,NBD215grProgram.do,184
W99,139,Other unintentional injuries,static,NBD215grProgram.do,184
X00,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X01,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X02,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X03,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X04,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X05,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X06,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X07,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X08,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X09,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X10,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X11,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X12,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X13,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X14,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X15,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X16,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X17,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X18,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X19,129,"Fires, heat and hot substances",static,NBD215grProgram.do,174
X20,138,Animal contact,static,NBD215grProgram.do,183
X21,138,Animal contact,static,NBD215grProgram.do,183
X22,138,Animal contact,static,NBD215grProgram.do,183
X23,138,Animal contact,static,NBD215grProgram.do,183
X24,138,Animal contact,static,NBD215grProgram.do,183
X25,138,Animal contact,static,NBD215grProgram.do,183
X26,138,Animal contact,static,NBD215grProgram.do,183
X27,138,Animal contact,static,NBD215grProgram.do,183
X28,139,Other unintentional injuries,static,NBD215grProgram.do,184
X29,138,Animal contact,static,NBD215grProgram.do,183
X30,135,Exposure to natural forces,static,NBD215grProgram.do,180
X31,135,Exposure to natural forces,static,NBD215grProgram.do,180
X32,135,Exposure to natural forces,static,NBD215grProgram.do,180
X33,135,Exposure to natural forces,static,NBD215grProgram.do,180
X34,135,Exposure to natural forces,static,NBD215grProgram.do,180
X35,135,Exposure to natural forces,static,NBD215grProgram.do,180
X36,135,Exposure to natural forces,static,NBD215grProgram.do,180
X37,135,Exposure to natural forces,static,NBD215grProgram.do,180
X38,135,Exposure to natural forces,static,NBD215grProgram.do,180
X39,135,Exposure to natural forces,static,NBD215grProgram.do,180
X40,127,Poisonings (including herbal),static,NBD215grProgram.do,172
X41,127,Poisonings (including herbal),static,NBD215grProgram.do,172
X42,127,Poisonings (including herbal),static,NBD215grProgram.do,172
X43,127,Poisonings (including herbal),static,NBD215grProgram.do,172
X44,127,Poisonings (including herbal),static,NBD215grProgram.do,172
