analysis_code,za_code,weight,hierarchy,analysis_label,za_label,source_file,source_line
1,1,1,detailed,Tuberculosis,Tuberculosis,Analysis to ZA codes.do,1
2,2,1,detailed,HIV/AIDS,HIV/AIDS,Analysis to ZA codes.do,2
3,3,1,detailed,STDs excluding HIV,STIs excluding HIV,Analysis to ZA codes.do,3
4,4,1,detailed,Diarrhoeal disease,Diarrhoeal diseases,Analysis to ZA codes.do,4
5,5,1,detailed,Vaccine preventable childhood,Vaccine preventable childhood,Analysis to ZA codes.do,5
8,6,1,detailed,Meningitis,Meningitis/encephalitis,Analysis to ZA codes.do,6
9,7,1,detailed,Hepatitis,Hepatitis,Analysis to ZA codes.do,7
161,8,1,detailed,Septicaemia,Septicaemia,Analysis to ZA codes.do,8
6,9,1,detailed,Malaria,Malaria,Analysis to ZA codes.do,9
7,10,1,detailed,"Intestinal parasites, other parasitic and vector diseases",Intestinal parasites and vector,Analysis to ZA codes.do,10
10,11,1,detailed,Other infectious diseases,Other infectious diseases,Analysis to ZA codes.do,11
11,12,1,detailed,Lower respiratory infections,Lower respiratory infections,Analysis to ZA codes.do,12
12,13,1,detailed,Upper respiratory infections,Upper respiratory infections,Analysis to ZA codes.do,13
13,14,1,detailed,Otitis media,Otitis media,Analysis to ZA codes.do,14
14,15,1,detailed,Maternal haemorrhage,Maternal haemorrhage,Analysis to ZA codes.do,15
15,16,1,detailed,Maternal sepsis,Maternal sepsis,Analysis to ZA codes.do,16
16,17,1,detailed,Hypertension in pregnancy,Hypertension in pregnancy,Analysis to ZA codes.do,17
17,18,1,detailed,Obstructed labour,Obstructed labour,Analysis to ZA codes.do,18
18,19,1,detailed,Abortion,Abortion,Analysis to ZA codes.do,19
213,20,1,detailed,Indirect maternal,Indirect maternal,Analysis to ZA codes.do,20
19,21,1,detailed,Other maternal,Other maternal,Analysis to ZA codes.do,21
20,22,1,detailed,Preterm birth complications,Preterm birth complications,Analysis to ZA codes.do,22
21,23,1,detailed,Birth asphyxia,Birth asphyxia,Analysis to ZA codes.do,23
22,24,1,detailed,Sepsis and other infectious conditions of the newborn,Sepsis/other newborn infectious,Analysis to ZA codes.do,24
23,25,1,detailed,Other perinatal conditions,Other perinatal conditions,Analysis to ZA codes.do,25
24,26,1,detailed,Protein-energy malnutrition,Protein-energy malnutrition,Analysis to ZA codes.do,26
25,27,1,detailed,Vitamin A deficiency,Vitamin A deficiency,Analysis to ZA codes.do,27
26,28,1,detailed,Iron deficiency anaemia,Iron deficiency anaemia,Analysis to ZA codes.do,28
27,29,1,detailed,Other nutritional disorders,Other nutritional disorders,Analysis to ZA codes.do,29
28,30,1,detailed,Mouth and oropharynx,Mouth,Analysis to ZA codes.do,30
29,31,1,detailed,Nasopharynx cancer and other pharynx cancer,Naso-oropharynx,Analysis to ZA codes.do,31
30,32,1,detailed,Oesophagus,Oesophagus,Analysis to ZA codes.do,32
31,33,1,detailed,Stomach,Stomach,Analysis to ZA codes.do,33
32,34,1,detailed,Colo-rectal,Colo-rectal,Analysis to ZA codes.do,34
33,35,1,detailed,Liver,Liver,Analysis to ZA codes.do,35
34,36,1,detailed,Gallbladder and biliary tract,Gallbladder and biliary tract,Analysis to ZA codes.do,36
35,37,1,detailed,Pancreas,Pancreas,Analysis to ZA codes.do,37
36,38,1,detailed,Larynx,Larynx,Analysis to ZA codes.do,38
37,39,1,detailed,Trachea/bronchi/lung,Trachea/bronchi/lung,Analysis to ZA codes.do,39
38,40,1,detailed,Melanoma,Melanoma,Analysis to ZA codes.do,40
39,41,1,detailed,Other skin cancer,Other skin cancer,Analysis to ZA codes.do,41
40,42,1,detailed,Breast,Breast,Analysis to ZA codes.do,42
41,43,1,detailed,Cervix,Cervix,Analysis to ZA codes.do,43
42,44,1,detailed,Corpus uteri,Corpus uteri,Analysis to ZA codes.do,44
43,45,1,detailed,Ovary,Ovary,Analysis to ZA codes.do,45
44,46,1,detailed,Prostate,Prostate,Analysis to ZA codes.do,46
45,47,1,detailed,Testis cancer,Testis cancer,Analysis to ZA codes.do,47
46,48,1,detailed,Bladder,Bladder,Analysis to ZA codes.do,48
47,49,1,detailed,Kidney,Kidney,Analysis to ZA codes.do,49
48,50,1,detailed,Brain,Brain,Analysis to ZA codes.do,50
49,51,1,detailed,Thyroid,Thyroid,Analysis to ZA codes.do,51
50,52,1,detailed,Hodgkin's lymphoma,Hodgkin's lymphoma,Analysis to ZA codes.do,52
51,53,1,detailed,Non-Hodgkins lymphoma,Non-Hodgkins lymphoma,Analysis to ZA codes.do,53
52,54,1,detailed,Multiple myeloma,Multiple myeloma,Analysis to ZA codes.do,54
53,55,1,detailed,Leukaemia,Leukaemia,Analysis to ZA codes.do,55
54,56,1,detailed,Other malignant neoplasms,Other malignant neoplasms,Analysis to ZA codes.do,56
55,57,1,detailed,Other neoplasms,Other neoplasms,Analysis to ZA codes.do,57
56,58,1,detailed,Diabetes mellitus,Diabetes mellitus,Analysis to ZA codes.do,58
57,59,1,detailed,"Endocrine nutritional,blood and immune disorders","Endocrine nutritional,blood, immune",Analysis to ZA codes.do,59
58,60,1,detailed,Unipolar,Unipolar depression,Analysis to ZA codes.do,60
59,61,1,detailed,Bipolar,Bipolar affective,Analysis to ZA codes.do,61
60,62,1,detailed,Schizophrenia,Schizophrenia,Analysis to ZA codes.do,62
61,63,1,detailed,Alcohol dependence,Alcohol dependence,Analysis to ZA codes.do,63
62,64,1,detailed,Drug use,Drug use,Analysis to ZA codes.do,64
63,65,1,detailed,Anxiety disorders,Anxiety disorders,Analysis to ZA codes.do,65
64,66,1,detailed,Eating disorders,Eating disorders,Analysis to ZA codes.do,66
65,67,1,detailed,Development disorders,Development disorders,Analysis to ZA codes.do,67
66,68,1,detailed,Childhood behaviour disorders,Childhood behaviour disorders,Analysis to ZA codes.do,68
67,69,1,detailed,Mental retardation not included as sequelae elsewhere,Mental retardation not included as sequelae elsewhere,Analysis to ZA codes.do,69
68,70,1,detailed,Other mental and behavioural disorders,Other mental and behavioural disorders,Analysis to ZA codes.do,70
69,71,1,detailed,Alzheimer and other degenerative diseases of nervous system,Alzheimer's,Analysis to ZA codes.do,71
70,72,1,detailed,Parkisons disease,Parkinsons disease,Analysis to ZA codes.do,72
71,73,1,detailed,Multiple sclerosis,Multiple sclerosis,Analysis to ZA codes.do,73
72,74,1,detailed,Epilepsy,Epilepsy,Analysis to ZA codes.do,74
73,75,1,detailed,Migraine,Migraine,Analysis to ZA codes.do,75
74,76,1,detailed,Non-migraine headache,Non-migraine headache,Analysis to ZA codes.do,76
75,77,1,detailed,Other neurological conditions,Other neurological conditions,Analysis to ZA codes.do,77
76,78,1,detailed,Glaucoma,Glaucoma,Analysis to ZA codes.do,78
77,79,1,detailed,Cataracts,Cataracts,Analysis to ZA codes.do,79
78,80,1,detailed,Hearing loss not due to other diseases or injuries,"Hearing loss, adult onset",Analysis to ZA codes.do,80
79,81,1,detailed,Other vision loss,Other vision loss,Analysis to ZA codes.do,81
80,82,1,detailed,Other sense organ disorders,Other sense organ disorders,Analysis to ZA codes.do,82
81,83,1,detailed,Rheumatic heart disease,Rheumatic heart disease,Analysis to ZA codes.do,83
82,84,1,detailed,Hypertensive heart disease,Hypertensive heart disease,Analysis to ZA codes.do,84
83,85,1,detailed,Ischaemic heart disease,Ischaemic heart disease,Analysis to ZA codes.do,85
84,86,1,detailed,"Pericarditis, endocarditis and myocarditis","Pericarditis, endocarditis and myocarditis",Analysis to ZA codes.do,86
85,87,1,detailed,Cardiomyopathy,Cardiomyopathy,Analysis to ZA codes.do,87
86,88,1,detailed,Cerebrovascular disease,Cerebrovascular disease,Analysis to ZA codes.do,88
87,89,1,detailed,Conduction disorders and other dysrythmias,Conduction disorders and other dysrythmias,Analysis to ZA codes.do,89
88,90,1,detailed,Aortic aneurism,Aortic aneurism,Analysis to ZA codes.do,90
89,91,1,detailed,Peripheral vascular disorders,Peripheral vascular disorders,Analysis to ZA codes.do,91
90,92,1,detailed,Other circulatory diseases,Other circulatory diseases,Analysis to ZA codes.do,92
91,93,1,detailed,Copd,COPD,Analysis to ZA codes.do,93
92,94,1,detailed,Pneumoconiosis,Pneumoconiosis,Analysis to ZA codes.do,94
93,95,1,detailed,Asthma,Asthma,Analysis to ZA codes.do,95
94,96,1,detailed,Other interstitial lung disease,Other interstitial lung disease,Analysis to ZA codes.do,96
95,97,1,detailed,Other respiratory,Other respiratory,Analysis to ZA codes.do,97
96,98,1,detailed,Peptic ulcer,Peptic ulcer disease,Analysis to ZA codes.do,98
97,99,1,detailed,Appendicitis,Appendicitis,Analysis to ZA codes.do,99
98,100,1,detailed,Intestinal obstruction and strangulated hernia,"Intestinal obstruction, strangulated hernia",Analysis to ZA codes.do,100
99,101,1,detailed,Noninfective inflammatory bowel disease,Non-infective inflammatory bowel disease,Analysis to ZA codes.do,101
100,102,1,detailed,Cirrhosis and liver disease,Cirrhosis and liver disease,Analysis to ZA codes.do,102
101,103,1,detailed,Gall bladder and bile duct disease,Gall bladder and bile duct disease,Analysis to ZA codes.do,103
102,104,1,detailed,Pancreatitis,Pancreatitis,Analysis to ZA codes.do,104
103,105,1,detailed,Other digestive,Other digestive diseases,Analysis to ZA codes.do,105
104,106,1,detailed,Renal disease,Renal disease,Analysis to ZA codes.do,106
105,107,1,detailed,Benign prostatic hypertrophy,Benign prostatic hypertrophy,Analysis to ZA codes.do,107
106,108,1,detailed,Other urinary and gynaecological diseases,Other urinary and gynaecological diseases,Analysis to ZA codes.do,108
107,109,1,detailed,Skin diseases,Skin diseases,Analysis to ZA codes.do,109
108,110,1,detailed,Rheumatoid arthriis,Rheumatoid arthritis,Analysis to ZA codes.do,110
109,111,1,detailed,Osteoarthritis,Osteoarthritis,Analysis to ZA codes.do,111
110,112,1,detailed,Back and neck pain,Back and neck pain,Analysis to ZA codes.do,112
111,113,1,detailed,Other muculo-skeletal,Other musculo-skeletal,Analysis to ZA codes.do,113
112,114,1,detailed,Neural tube defects,Neural tube defects,Analysis to ZA codes.do,114
113,115,1,detailed,Cleft lip/palate,Cleft lip/palate,Analysis to ZA codes.do,115
114,116,1,detailed,Congenital heart anomalies,Congenital heart anomalies,Analysis to ZA codes.do,116
115,117,1,detailed,Congenital disorders of GIT,Congenital disorders of GIT,Analysis to ZA codes.do,117
116,118,1,detailed,Urogenital malformations,Urogenital malformations,Analysis to ZA codes.do,118
117,119,1,detailed,Fetal alcohol syndrome,Fetal alcohol syndrome,Analysis to ZA codes.do,119
118,120,1,detailed,Down syndrome and other chromosomal anomalies,Down syndrome,Analysis to ZA codes.do,120
119,121,1,detailed,Other chromosomal abnormalities,Other chromosomal abnormalities,Analysis to ZA codes.do,121
120,122,1,detailed,Other congenital abnormalities,Other congenital abnormalities,Analysis to ZA codes.do,122
121,123,1,detailed,Dental caries,Dental caries,Analysis to ZA codes.do,123
122,124,1,detailed,Periodontal disease,Periodontal disease,Analysis to ZA codes.do,124
123,125,1,detailed,Other oral diseases,Other oral diseases,Analysis to ZA codes.do,125
124,126,1,detailed,Road injuries,Road injuries,Analysis to ZA codes.do,127
125,127,1,detailed,Rail injury,Other transport injuries,Analysis to ZA codes.do,128
127,128,1,detailed,Poisonings (including herbal),Poisonings (including herbal),Analysis to ZA codes.do,129
128,129,1,detailed,Falls,Falls,Analysis to ZA codes.do,130
129,130,1,detailed,"Fires, heat and hot substances","Fires, hot substances",Analysis to ZA codes.do,131
130,131,1,detailed,Drowning,Drowning,Analysis to ZA codes.do,132
131,132,1,detailed,Other threats to breathing,"Hanging, strangulation",Analysis to ZA codes.do,133
137,132,1,detailed,Mining accidents,"Hanging, strangulation",Analysis to ZA codes.do,133
132,133,1,detailed,Mechanical forces: machinery,Mechanical forces,Analysis to ZA codes.do,134
135,134,1,detailed,Exposure to natural forces,Exposure to natural forces,Analysis to ZA codes.do,135
136,135,1,detailed,Adverse effects of medical and surgical treatment,Adverse effects medical/surgical,Analysis to ZA codes.do,136
138,136,1,detailed,Animal contact,Animal contact,Analysis to ZA codes.do,137
139,137,1,detailed,Other unintentional injuries,Other unintentional injuries,Analysis to ZA codes.do,138
140,138,1,detailed,Self-inflicted injuries,Self-inflicted injuries,Analysis to ZA codes.do,139
141,139,1,detailed,Interpersonal violence with firearm,Interpersonal violence,Analysis to ZA codes.do,140
3,145,1,cause_group,STDs excluding HIV,Infectious and parasitic diseases,Analysis to ZA codes.do,156
4,145,1,cause_group,Diarrhoeal disease,Infectious and parasitic diseases,Analysis to ZA codes.do,156
5,145,1,cause_group,Vaccine preventable childhood,Infectious and parasitic diseases,Analysis to ZA codes.do,156
6,145,1,cause_group,Malaria,Infectious and parasitic diseases,Analysis to ZA codes.do,156
7,145,1,cause_group,"Intestinal parasites, other parasitic and vector diseases",Infectious and parasitic diseases,Analysis to ZA codes.do,156
8,145,1,cause_group,Meningitis,Infectious and parasitic diseases,Analysis to ZA codes.do,156
9,145,1,cause_group,Hepatitis,Infectious and parasitic diseases,Analysis to ZA codes.do,156
10,145,1,cause_group,Other infectious diseases,Infectious and parasitic diseases,Analysis to ZA codes.do,156
161,145,1,cause_group,Septicaemia,Infectious and parasitic diseases,Analysis to ZA codes.do,156
11,146,1,cause_group,Lower respiratory infections,Respiratory infections,Analysis to ZA codes.do,157
12,146,1,cause_group,Upper respiratory infections,Respiratory infections,Analysis to ZA codes.do,157
13,146,1,cause_group,Otitis media,Respiratory infections,Analysis to ZA codes.do,157
14,147,1,cause_group,Maternal haemorrhage,Maternal conditions,Analysis to ZA codes.do,158
15,147,1,cause_group,Maternal sepsis,Maternal conditions,Analysis to ZA codes.do,158
16,147,1,cause_group,Hypertension in pregnancy,Maternal conditions,Analysis to ZA codes.do,158
17,147,1,cause_group,Obstructed labour,Maternal conditions,Analysis to ZA codes.do,158
18,147,1,cause_group,Abortion,Maternal conditions,Analysis to ZA codes.do,158
19,147,1,cause_group,Other maternal,Maternal conditions,Analysis to ZA codes.do,158
213,147,1,cause_group,Indirect maternal,Maternal conditions,Analysis to ZA codes.do,158
20,148,1,cause_group,Preterm birth complications,Perinatal conditions,Analysis to ZA codes.do,159
21,148,1,cause_group,Birth asphyxia,Perinatal conditions,Analysis to ZA codes.do,159
22,148,1,cause_group,Sepsis and other infectious conditions of the newborn,Perinatal conditions,Analysis to ZA codes.do,159
23,148,1,cause_group,Other perinatal conditions,Perinatal conditions,Analysis to ZA codes.do,159
24,149,1,cause_group,Protein-energy malnutrition,Nutritional deficiencies,Analysis to ZA codes.do,160
25,149,1,cause_group,Vitamin A deficiency,Nutritional deficiencies,Analysis to ZA codes.do,160
26,149,1,cause_group,Iron deficiency anaemia,Nutritional deficiencies,Analysis to ZA codes.do,160
27,149,1,cause_group,Other nutritional disorders,Nutritional deficiencies,Analysis to ZA codes.do,160
1,150,1,cause_group,Tuberculosis,HIV/AIDS and TB,Analysis to ZA codes.do,155
2,150,1,cause_group,HIV/AIDS,HIV/AIDS and TB,Analysis to ZA codes.do,155
28,151,1,cause_group,Mouth and oropharynx,Malignant neoplasms,Analysis to ZA codes.do,161
29,151,1,cause_group,Nasopharynx cancer and other pharynx cancer,Malignant neoplasms,Analysis to ZA codes.do,161
30,151,1,cause_group,Oesophagus,Malignant neoplasms,Analysis to ZA codes.do,161
31,151,1,cause_group,Stomach,Malignant neoplasms,Analysis to ZA codes.do,161
32,151,1,cause_group,Colo-rectal,Malignant neoplasms,Analysis to ZA codes.do,161
33,151,1,cause_group,Liver,Malignant neoplasms,Analysis to ZA codes.do,161
34,151,1,cause_group,Gallbladder and biliary tract,Malignant neoplasms,Analysis to ZA codes.do,161
35,151,1,cause_group,Pancreas,Malignant neoplasms,Analysis to ZA codes.do,161
36,151,1,cause_group,Larynx,Malignant neoplasms,Analysis to ZA codes.do,161
37,151,1,cause_group,Trachea/bronchi/lung,Malignant neoplasms,Analysis to ZA codes.do,161
38,151,1,cause_group,Melanoma,Malignant neoplasms,Analysis to ZA codes.do,161
39,151,1,cause_group,Other skin cancer,Malignant neoplasms,Analysis to ZA codes.do,161
40,151,1,cause_group,Breast,Malignant neoplasms,Analysis to ZA codes.do,161
41,151,1,cause_group,Cervix,Malignant neoplasms,Analysis to ZA codes.do,161
42,151,1,cause_group,Corpus uteri,Malignant neoplasms,Analysis to ZA codes.do,161
43,151,1,cause_group,Ovary,Malignant neoplasms,Analysis to ZA codes.do,161
44,151,1,cause_group,Prostate,Malignant neoplasms,Analysis to ZA codes.do,161
45,151,1,cause_group,Testis cancer,Malignant neoplasms,Analysis to ZA codes.do,161
46,151,1,cause_group,Bladder,Malignant neoplasms,Analysis to ZA codes.do,161
47,151,1,cause_group,Kidney,Malignant neoplasms,Analysis to ZA codes.do,161
48,151,1,cause_group,Brain,Malignant neoplasms,Analysis to ZA codes.do,161
49,151,1,cause_group,Thyroid,Malignant neoplasms,Analysis to ZA codes.do,161
50,151,1,cause_group,Hodgkin's lymphoma,Malignant neoplasms,Analysis to ZA codes.do,161
51,151,1,cause_group,Non-Hodgkins lymphoma,Malignant neoplasms,Analysis to ZA codes.do,161
52,151,1,cause_group,Multiple myeloma,Malignant neoplasms,Analysis to ZA codes.do,161
53,151,1,cause_group,Leukaemia,Malignant neoplasms,Analysis to ZA codes.do,161
54,151,1,cause_group,Other malignant neoplasms,Malignant neoplasms,Analysis to ZA codes.do,161
55,152,1,cause_group,Other neoplasms,Benign neoplasms,Analysis to ZA codes.do,163
56,153,1,cause_group,Diabetes mellitus,Diabetes mellitus,Analysis to ZA codes.do,164
57,154,1,cause_group,"Endocrine nutritional,blood and immune disorders",Endocrine and metabolic,Analysis to ZA codes.do,165
58,155,1,cause_group,Unipolar,Mental disorders,Analysis to ZA codes.do,166
59,155,1,cause_group,Bipolar,Mental disorders,Analysis to ZA codes.do,166
60,155,1,cause_group,Schizophrenia,Mental disorders,Analysis to ZA codes.do,166
61,155,1,cause_group,Alcohol dependence,Mental disorders,Analysis to ZA codes.do,166
62,155,1,cause_group,Drug use,Mental disorders,Analysis to ZA codes.do,166
63,155,1,cause_group,Anxiety disorders,Mental disorders,Analysis to ZA codes.do,166
64,155,1,cause_group,Eating disorders,Mental disorders,Analysis to ZA codes.do,166
65,155,1,cause_group,Development disorders,Mental disorders,Analysis to ZA codes.do,166
66,155,1,cause_group,Childhood behaviour disorders,Mental disorders,Analysis to ZA codes.do,166
67,155,1,cause_group,Mental retardation not included as sequelae elsewhere,Mental disorders,Analysis to ZA codes.do,166
68,155,1,cause_group,Other mental and behavioural disorders,Mental disorders,Analysis to ZA codes.do,166
69,156,1,cause_group,Alzheimer and other degenerative diseases of nervous system,Nervous system disorders,Analysis to ZA codes.do,167
70,156,1,cause_group,Parkisons disease,Nervous system disorders,Analysis to ZA codes.do,167
71,156,1,cause_group,Multiple sclerosis,Nervous system disorders,Analysis to ZA codes.do,167
72,156,1,cause_group,Epilepsy,Nervous system disorders,Analysis to ZA codes.do,167
73,156,1,cause_group,Migraine,Nervous system disorders,Analysis to ZA codes.do,167
74,156,1,cause_group,Non-migraine headache,Nervous system disorders,Analysis to ZA codes.do,167
75,156,1,cause_group,Other neurological conditions,Nervous system disorders,Analysis to ZA codes.do,167
76,157,1,cause_group,Glaucoma,Sense organs,Analysis to ZA codes.do,168
77,157,1,cause_group,Cataracts,Sense organs,Analysis to ZA codes.do,168
78,157,1,cause_group,Hearing loss not due to other diseases or injuries,Sense organs,Analysis to ZA codes.do,168
79,157,1,cause_group,Other vision loss,Sense organs,Analysis to ZA codes.do,168
80,157,1,cause_group,Other sense organ disorders,Sense organs,Analysis to ZA codes.do,168
81,158,1,cause_group,Rheumatic heart disease,Cardiovascular disease,Analysis to ZA codes.do,169
82,158,1,cause_group,Hypertensive heart disease,Cardiovascular disease,Analysis to ZA codes.do,169
83,158,1,cause_group,Ischaemic heart disease,Cardiovascular disease,Analysis to ZA codes.do,169
84,158,1,cause_group,"Pericarditis, endocarditis and myocarditis",Cardiovascular disease,Analysis to ZA codes.do,169
85,158,1,cause_group,Cardiomyopathy,Cardiovascular disease,Analysis to ZA codes.do,169
86,158,1,cause_group,Cerebrovascular disease,Cardiovascular disease,Analysis to ZA codes.do,169
87,158,1,cause_group,Conduction disorders and other dysrythmias,Cardiovascular disease,Analysis to ZA codes.do,169
88,158,1,cause_group,Aortic aneurism,Cardiovascular disease,Analysis to ZA codes.do,169
89,158,1,cause_group,Peripheral vascular disorders,Cardiovascular disease,Analysis to ZA codes.do,169
90,158,1,cause_group,Other circulatory diseases,Cardiovascular disease,Analysis to ZA codes.do,169
91,159,1,cause_group,Copd,Respiratory disease,Analysis to ZA codes.do,170
92,159,1,cause_group,Pneumoconiosis,Respiratory disease,Analysis to ZA codes.do,170
93,159,1,cause_group,Asthma,Respiratory disease,Analysis to ZA codes.do,170
94,159,1,cause_group,Other interstitial lung disease,Respiratory disease,Analysis to ZA codes.do,170
95,159,1,cause_group,Other respiratory,Respiratory disease,Analysis to ZA codes.do,170
96,160,1,cause_group,Peptic ulcer,Digestive diseases,Analysis to ZA codes.do,171
97,160,1,cause_group,Appendicitis,Digestive diseases,Analysis to ZA codes.do,171
98,160,1,cause_group,Intestinal obstruction and strangulated hernia,Digestive diseases,Analysis to ZA codes.do,171
99,160,1,cause_group,Noninfective inflammatory bowel disease,Digestive diseases,Analysis to ZA codes.do,171
100,160,1,cause_group,Cirrhosis and liver disease,Digestive diseases,Analysis to ZA codes.do,171
101,160,1,cause_group,Gall bladder and bile duct disease,Digestive diseases,Analysis to ZA codes.do,171
102,160,1,cause_group,Pancreatitis,Digestive diseases,Analysis to ZA codes.do,171
103,160,1,cause_group,Other digestive,Digestive diseases,Analysis to ZA codes.do,171
104,161,1,cause_group,Renal disease,Genito-urinary diseases,Analysis to ZA codes.do,172
105,161,1,cause_group,Benign prostatic hypertrophy,Genito-urinary diseases,Analysis to ZA codes.do,172
106,161,1,cause_group,Other urinary and gynaecological diseases,Genito-urinary diseases,Analysis to ZA codes.do,172
107,162,1,cause_group,Skin diseases,Skin diseases,Analysis to ZA codes.do,173
108,163,1,cause_group,Rheumatoid arthriis,Musculo-skeletal diseases,Analysis to ZA codes.do,174
109,163,1,cause_group,Osteoarthritis,Musculo-skeletal diseases,Analysis to ZA codes.do,174
110,163,1,cause_group,Back and neck pain,Musculo-skeletal diseases,Analysis to ZA codes.do,174
111,163,1,cause_group,Other muculo-skeletal,Musculo-skeletal diseases,Analysis to ZA codes.do,174
112,164,1,cause_group,Neural tube defects,Congenital abnormalities,Analysis to ZA codes.do,175
113,164,1,cause_group,Cleft lip/palate,Congenital abnormalities,Analysis to ZA codes.do,175
114,164,1,cause_group,Congenital heart anomalies,Congenital abnormalities,Analysis to ZA codes.do,175
115,164,1,cause_group,Congenital disorders of GIT,Congenital abnormalities,Analysis to ZA codes.do,175
116,164,1,cause_group,Urogenital malformations,Congenital abnormalities,Analysis to ZA codes.do,175
117,164,1,cause_group,Fetal alcohol syndrome,Congenital abnormalities,Analysis to ZA codes.do,175
118,164,1,cause_group,Down syndrome and other chromosomal anomalies,Congenital abnormalities,Analysis to ZA codes.do,175
119,164,1,cause_group,Other chromosomal abnormalities,Congenital abnormalities,Analysis to ZA codes.do,175
120,164,1,cause_group,Other congenital abnormalities,Congenital abnormalities,Analysis to ZA codes.do,175
121,165,1,cause_group,Dental caries,Oral diseases,Analysis to ZA codes.do,176
122,165,1,cause_group,Periodontal disease,Oral diseases,Analysis to ZA codes.do,176
123,165,1,cause_group,Other oral diseases,Oral diseases,Analysis to ZA codes.do,176
124,166,1,cause_group,Road injuries,Unintentional Injuries,Analysis to ZA codes.do,178
125,166,1,cause_group,Rail injury,Unintentional Injuries,Analysis to ZA codes.do,178
127,166,1,cause_group,Poisonings (including herbal),Unintentional Injuries,Analysis to ZA codes.do,178
128,166,1,cause_group,Falls,Unintentional Injuries,Analysis to ZA codes.do,178
129,166,1,cause_group,"Fires, heat and hot substances",Unintentional Injuries,Analysis to ZA codes.do,178
130,166,1,cause_group,Drowning,Unintentional Injuries,Analysis to ZA codes.do,178
131,166,1,cause_group,Other threats to breathing,Unintentional Injuries,Analysis to ZA codes.do,178
132,166,1,cause_group,Mechanical forces: machinery,Unintentional Injuries,Analysis to ZA codes.do,178
135,166,1,cause_group,Exposure to natural forces,Unintentional Injuries,Analysis to ZA codes.do,178
136,166,1,cause_group,Adverse effects of medical and surgical treatment,Unintentional Injuries,Analysis to ZA codes.do,178
137,166,1,cause_group,Mining accidents,Unintentional Injuries,Analysis to ZA codes.do,178
138,166,1,cause_group,Animal contact,Unintentional Injuries,Analysis to ZA codes.do,178
139,166,1,cause_group,Other unintentional injuries,Unintentional Injuries,Analysis to ZA codes.do,178
140,167,1,cause_group,Self-inflicted injuries,Intentional Injuries,Analysis to ZA codes.do,179
141,167,1,cause_group,Interpersonal violence with firearm,Intentional Injuries,Analysis to ZA codes.do,179
3,168,1,broad_group,STDs excluding HIV,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
4,168,1,broad_group,Diarrhoeal disease,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
5,168,1,broad_group,Vaccine preventable childhood,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
6,168,1,broad_group,Malaria,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
7,168,1,broad_group,"Intestinal parasites, other parasitic and vector diseases",Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
8,168,1,broad_group,Meningitis,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
9,168,1,broad_group,Hepatitis,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
10,168,1,broad_group,Other infectious diseases,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
11,168,1,broad_group,Lower respiratory infections,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
12,168,1,broad_group,Upper respiratory infections,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
13,168,1,broad_group,Otitis media,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
14,168,1,broad_group,Maternal haemorrhage,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
15,168,1,broad_group,Maternal sepsis,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
16,168,1,broad_group,Hypertension in pregnancy,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
17,168,1,broad_group,Obstructed labour,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
18,168,1,broad_group,Abortion,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
19,168,1,broad_group,Other maternal,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
20,168,1,broad_group,Preterm birth complications,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
21,168,1,broad_group,Birth asphyxia,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
22,168,1,broad_group,Sepsis and other infectious conditions of the newborn,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
23,168,1,broad_group,Other perinatal conditions,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
24,168,1,broad_group,Protein-energy malnutrition,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
25,168,1,broad_group,Vitamin A deficiency,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
26,168,1,broad_group,Iron deficiency anaemia,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
27,168,1,broad_group,Other nutritional disorders,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
161,168,1,broad_group,Septicaemia,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
213,168,1,broad_group,Indirect maternal,Comm/Mat/Peri/Nutr,Analysis to ZA codes.do,182
1,169,1,broad_group,Tuberculosis,HIV/AIDS and TB,Analysis to ZA codes.do,183
